清液池电导率区间,清液池PH区间,清液池浓度区间,清液池温度区间,清液池COD区间,单刀供液量区间,异常率统计,异常率估计,刀数,配比,配比刀数,配比异常率统计,配比异常率估计
"[6.32, 6.995]","[5.625, 5.705]","[0.0126, 0.0128]","[24.75, 25.15]","[24408.75, 24675.0]","[5.065, 6.93]",2.0,2.5316024720734536,24,"{'柠檬酸添加比例': 0.0, '置换量': 0.05, '离子液添加量': 0.06, '原液添加比例': 0.73}",1700,0.11823529411764706,0.10549838586667971
"[7.76, 8.365]","[5.625, 5.705]","[0.0122, 0.0125]","[23.65, 24.55]","[23985.0, 24066.25]","[5.065, 6.93]",3.0,3.063454919462993,29,"{'柠檬酸添加比例': 0.0, '置换量': 0.05, '离子液添加量': 0.06, '原液添加比例': 0.73}",1700,0.11823529411764706,0.10549838586667971
"[6.995, 7.525]","[5.705, 5.765]","[0.0125, 0.0126]","[24.75, 25.15]","[23985.0, 24066.25]","[5.065, 6.93]",4.0,2.2215423304220145,21,"{'柠檬酸添加比例': 0.0, '置换量': 0.05, '离子液添加量': 0.06, '原液添加比例': 0.73}",1700,0.11823529411764706,0.10549838586667971
"[7.76, 8.365]","[5.445, 5.515]","[0.0122, 0.0125]","[23.35, 23.65]","[24186.25, 24408.75]","[4.29, 4.935]",8.0,5.714978696692267,54,"{'柠檬酸添加比例': 0.0, '置换量': 0.05, '离子液添加量': 0.06, '原液添加比例': 0.73}",1700,0.11823529411764706,0.10549838586667971
"[7.76, 8.365]","[5.515, 5.545]","[0.0121, 0.0122]","[23.35, 23.65]","[24186.25, 24408.75]","[4.29, 4.935]",2.0,2.437889110430757,23,"{'柠檬酸添加比例': 0.0, '置换量': 0.05, '离子液添加量': 0.06, '原液添加比例': 0.73}",1700,0.11823529411764706,0.10549838586667971
"[6.995, 7.525]","[5.705, 5.765]","[0.0122, 0.0125]","[23.65, 24.55]","[23985.0, 24066.25]","[5.065, 6.93]",3.0,2.544249841045132,24,"{'柠檬酸添加比例': 0.0, '置换量': 0.05, '离子液添加量': 0.06, '原液添加比例': 0.73}",1700,0.11823529411764706,0.10549838586667971
"[6.32, 6.995]","[5.705, 5.765]","[0.0126, 0.0128]","[23.65, 24.55]","[24408.75, 24675.0]","[5.065, 6.93]",2.0,2.332817594227617,22,"{'柠檬酸添加比例': 0.0, '置换量': 0.05, '离子液添加量': 0.06, '原液添加比例': 0.73}",1700,0.11823529411764706,0.10549838586667971
"[6.995, 7.525]","[5.705, 5.765]","[0.0122, 0.0125]","[23.65, 24.55]","[24186.25, 24408.75]","[5.065, 6.93]",5.0,4.366379438864303,41,"{'柠檬酸添加比例': 0.0, '置换量': 0.05, '离子液添加量': 0.06, '原液添加比例': 0.73}",1700,0.11823529411764706,0.10549838586667971
"[6.995, 7.525]","[5.625, 5.705]","[0.0125, 0.0126]","[24.75, 25.15]","[23985.0, 24066.25]","[5.065, 6.93]",5.0,2.3580591498296286,22,"{'柠檬酸添加比例': 0.0, '置换量': 0.05, '离子液添加量': 0.06, '原液添加比例': 0.73}",1700,0.11823529411764706,0.10549838586667971
"[6.995, 7.525]","[5.625, 5.705]","[0.0122, 0.0125]","[23.65, 24.55]","[23985.0, 24066.25]","[5.065, 6.93]",4.0,2.792586857681112,26,"{'柠檬酸添加比例': 0.0, '置换量': 0.05, '离子液添加量': 0.06, '原液添加比例': 0.73}",1700,0.11823529411764706,0.10549838586667971
"[6.32, 6.995]","[5.765, 5.95]","[0.0125, 0.0126]","[24.75, 25.15]","[23985.0, 24066.25]","[5.065, 6.93]",3.0,2.3677327105403845,22,"{'柠檬酸添加比例': 0.0, '置换量': 0.05, '离子液添加量': 0.06, '原液添加比例': 0.73}",1700,0.11823529411764706,0.10549838586667971
"[6.995, 7.525]","[5.705, 5.765]","[0.0125, 0.0126]","[23.65, 24.55]","[23985.0, 24066.25]","[5.065, 6.93]",2.0,2.0470264431125003,19,"{'柠檬酸添加比例': 0.0, '置换量': 0.05, '离子液添加量': 0.06, '原液添加比例': 0.73}",1700,0.11823529411764706,0.10549838586667971
"[6.995, 7.525]","[5.765, 5.95]","[0.0122, 0.0125]","[23.35, 23.65]","[24186.25, 24408.75]","[5.065, 6.93]",4.0,2.3757066746346993,22,"{'柠檬酸添加比例': 0.0, '置换量': 0.05, '离子液添加量': 0.06, '原液添加比例': 0.73}",1700,0.11823529411764706,0.10549838586667971
"[6.995, 7.525]","[5.585, 5.625]","[0.0122, 0.0125]","[24.55, 24.75]","[24186.25, 24408.75]","[5.065, 6.93]",1.0,1.9442202565680025,18,"{'柠檬酸添加比例': 0.0, '置换量': 0.05, '离子液添加量': 0.06, '原液添加比例': 0.73}",1700,0.11823529411764706,0.10549838586667971
"[7.76, 8.365]","[5.585, 5.625]","[0.0122, 0.0125]","[23.35, 23.65]","[24186.25, 24408.75]","[4.29, 4.935]",5.0,3.0381269394910695,28,"{'柠檬酸添加比例': 0.0, '置换量': 0.05, '离子液添加量': 0.06, '原液添加比例': 0.73}",1700,0.11823529411764706,0.10549838586667971
"[6.32, 6.995]","[5.705, 5.765]","[0.0126, 0.0128]","[23.35, 23.65]","[24408.75, 24675.0]","[5.065, 6.93]",1.0,2.0645613893298878,19,"{'柠檬酸添加比例': 0.0, '置换量': 0.05, '离子液添加量': 0.06, '原液添加比例': 0.73}",1700,0.11823529411764706,0.10549838586667971
"[7.525, 7.76]","[5.585, 5.625]","[0.0125, 0.0126]","[23.65, 24.55]","[24066.25, 24186.25]","[4.29, 4.935]",7.0,2.3051781961779705,21,"{'柠檬酸添加比例': 0.0, '置换量': 0.05, '离子液添加量': 0.06, '原液添加比例': 0.73}",1700,0.11823529411764706,0.10549838586667971
"[6.995, 7.525]","[5.625, 5.705]","[0.0122, 0.0125]","[23.35, 23.65]","[24186.25, 24408.75]","[5.065, 6.93]",5.0,2.320873771756238,21,"{'柠檬酸添加比例': 0.0, '置换量': 0.05, '离子液添加量': 0.06, '原液添加比例': 0.73}",1700,0.11823529411764706,0.10549838586667971
"[6.32, 6.995]","[5.625, 5.705]","[0.0122, 0.0125]","[23.65, 24.55]","[24186.25, 24408.75]","[5.065, 6.93]",3.0,1.8846994785033648,17,"{'柠檬酸添加比例': 0.0, '置换量': 0.05, '离子液添加量': 0.06, '原液添加比例': 0.73}",1700,0.11823529411764706,0.10549838586667971
"[7.76, 8.365]","[5.705, 5.765]","[0.0125, 0.0126]","[24.75, 25.15]","[24066.25, 24186.25]","[4.29, 4.935]",2.0,2.5532335953516427,23,"{'柠檬酸添加比例': 0.0, '置换量': 0.05, '离子液添加量': 0.06, '原液添加比例': 0.73}",1700,0.11823529411764706,0.10549838586667971
"[6.995, 7.525]","[5.545, 5.585]","[0.0122, 0.0125]","[23.65, 24.55]","[24186.25, 24408.75]","[5.065, 6.93]",4.0,2.6666214131076496,24,"{'柠檬酸添加比例': 0.0, '置换量': 0.05, '离子液添加量': 0.06, '原液添加比例': 0.73}",1700,0.11823529411764706,0.10549838586667971
"[7.525, 7.76]","[5.625, 5.705]","[0.0125, 0.0126]","[23.35, 23.65]","[24066.25, 24186.25]","[4.29, 4.935]",2.0,2.4538705641706686,22,"{'柠檬酸添加比例': 0.0, '置换量': 0.05, '离子液添加量': 0.06, '原液添加比例': 0.73}",1700,0.11823529411764706,0.10549838586667971
"[6.995, 7.525]","[5.625, 5.705]","[0.0125, 0.0126]","[22.1, 23.35]","[24066.25, 24186.25]","[4.29, 4.935]",3.0,2.4738290118735353,22,"{'柠檬酸添加比例': 0.0, '置换量': 0.05, '离子液添加量': 0.06, '原液添加比例': 0.73}",1700,0.11823529411764706,0.10549838586667971
"[6.995, 7.525]","[5.625, 5.705]","[0.0125, 0.0126]","[24.75, 25.15]","[24066.25, 24186.25]","[4.29, 4.935]",5.0,2.1693771248025526,19,"{'柠檬酸添加比例': 0.0, '置换量': 0.05, '离子液添加量': 0.06, '原液添加比例': 0.73}",1700,0.11823529411764706,0.10549838586667971
"[6.995, 7.525]","[5.445, 5.515]","[0.0125, 0.0126]","[23.65, 24.55]","[24066.25, 24186.25]","[4.29, 4.935]",1.0,0.45724573635487004,4,"{'柠檬酸添加比例': 0.0, '置换量': 0.05, '离子液添加量': 0.06, '原液添加比例': 0.73}",1700,0.11823529411764706,0.10549838586667971
"[6.995, 7.525]","[5.585, 5.625]","[0.0122, 0.0125]","[23.65, 24.55]","[24066.25, 24186.25]","[4.29, 4.935]",4.0,2.535614510216838,22,"{'柠檬酸添加比例': 0.0, '置换量': 0.05, '离子液添加量': 0.06, '原液添加比例': 0.73}",1700,0.11823529411764706,0.10549838586667971
"[6.995, 7.525]","[5.445, 5.515]","[0.0125, 0.0126]","[23.65, 24.55]","[24066.25, 24186.25]","[5.065, 6.93]",6.0,1.6157213865182047,14,"{'柠檬酸添加比例': 0.0, '置换量': 0.05, '离子液添加量': 0.06, '原液添加比例': 0.73}",1700,0.11823529411764706,0.10549838586667971
"[6.995, 7.525]","[5.625, 5.705]","[0.0125, 0.0126]","[23.65, 24.55]","[24066.25, 24186.25]","[4.29, 4.935]",8.0,5.574155867452372,48,"{'柠檬酸添加比例': 0.0, '置换量': 0.05, '离子液添加量': 0.06, '原液添加比例': 0.73}",1700,0.11823529411764706,0.10549838586667971
"[6.995, 7.525]","[5.515, 5.545]","[0.0125, 0.0126]","[23.65, 24.55]","[24066.25, 24186.25]","[5.065, 6.93]",7.0,3.0403612376011937,26,"{'柠檬酸添加比例': 0.0, '置换量': 0.05, '离子液添加量': 0.06, '原液添加比例': 0.73}",1700,0.11823529411764706,0.10549838586667971
"[6.995, 7.525]","[5.585, 5.625]","[0.0125, 0.0126]","[23.65, 24.55]","[24066.25, 24186.25]","[4.29, 4.935]",2.0,2.4566436051010436,21,"{'柠檬酸添加比例': 0.0, '置换量': 0.05, '离子液添加量': 0.06, '原液添加比例': 0.73}",1700,0.11823529411764706,0.10549838586667971
"[6.995, 7.525]","[5.625, 5.705]","[0.0125, 0.0126]","[23.65, 24.55]","[24066.25, 24186.25]","[5.065, 6.93]",3.0,2.696186123155571,23,"{'柠檬酸添加比例': 0.0, '置换量': 0.05, '离子液添加量': 0.06, '原液添加比例': 0.73}",1700,0.11823529411764706,0.10549838586667971
"[6.995, 7.525]","[5.705, 5.765]","[0.0126, 0.0128]","[23.35, 23.65]","[24066.25, 24186.25]","[4.29, 4.935]",7.000000000000001,4.849659673458228,41,"{'柠檬酸添加比例': 0.0, '置换量': 0.05, '离子液添加量': 0.06, '原液添加比例': 0.73}",1700,0.11823529411764706,0.10549838586667971
"[6.32, 6.995]","[5.705, 5.765]","[0.0125, 0.0126]","[23.65, 24.55]","[24066.25, 24186.25]","[5.065, 6.93]",4.0,2.969988643909031,25,"{'柠檬酸添加比例': 0.0, '置换量': 0.05, '离子液添加量': 0.06, '原液添加比例': 0.73}",1700,0.11823529411764706,0.10549838586667971
"[6.995, 7.525]","[5.705, 5.765]","[0.0126, 0.0128]","[23.35, 23.65]","[24066.25, 24186.25]","[5.065, 6.93]",0.0,0.5969080932816875,5,"{'柠檬酸添加比例': 0.0, '置换量': 0.05, '离子液添加量': 0.06, '原液添加比例': 0.73}",1700,0.11823529411764706,0.10549838586667971
"[6.995, 7.525]","[5.625, 5.705]","[0.0126, 0.0128]","[23.35, 23.65]","[24066.25, 24186.25]","[5.065, 6.93]",2.0,2.5363463043802645,21,"{'柠檬酸添加比例': 0.0, '置换量': 0.05, '离子液添加量': 0.06, '原液添加比例': 0.73}",1700,0.11823529411764706,0.10549838586667971
"[8.365, 9.145]","[5.32, 5.445]","[0.0126, 0.0128]","[22.1, 23.35]","[23092.5, 23882.5]","[3.08, 4.29]",3.0,3.0027531831481586,33,"{'柠檬酸添加比例': 0.0, '置换量': 0.06, '离子液添加量': 0.07, '原液添加比例': 0.91}",746,0.128686327077748,0.10995110248891124
"[8.365, 9.145]","[5.32, 5.445]","[0.0126, 0.0128]","[23.65, 24.55]","[23985.0, 24066.25]","[3.08, 4.29]",7.000000000000001,5.393316128193277,51,"{'柠檬酸添加比例': 0.0, '置换量': 0.06, '离子液添加量': 0.07, '原液添加比例': 0.91}",746,0.128686327077748,0.10995110248891124
"[8.365, 9.145]","[5.445, 5.515]","[0.0126, 0.0128]","[22.1, 23.35]","[23985.0, 24066.25]","[3.08, 4.29]",3.0,2.5409075046581338,24,"{'柠檬酸添加比例': 0.0, '置换量': 0.06, '离子液添加量': 0.07, '原液添加比例': 0.91}",746,0.128686327077748,0.10995110248891124
"[7.76, 8.365]","[5.32, 5.445]","[0.0126, 0.0128]","[23.35, 23.65]","[23985.0, 24066.25]","[3.08, 4.29]",3.0,2.657123867514196,25,"{'柠檬酸添加比例': 0.0, '置换量': 0.06, '离子液添加量': 0.07, '原液添加比例': 0.91}",746,0.128686327077748,0.10995110248891124
"[9.145, 13.66]","[5.445, 5.515]","[0.0126, 0.0128]","[22.1, 23.35]","[23985.0, 24066.25]","[3.08, 4.29]",4.0,2.5535449293937957,24,"{'柠檬酸添加比例': 0.0, '置换量': 0.06, '离子液添加量': 0.07, '原液添加比例': 0.91}",746,0.128686327077748,0.10995110248891124
"[8.365, 9.145]","[5.515, 5.545]","[0.0126, 0.0128]","[22.1, 23.35]","[23985.0, 24066.25]","[3.08, 4.29]",2.0,2.3627878172537136,22,"{'柠檬酸添加比例': 0.0, '置换量': 0.06, '离子液添加量': 0.07, '原液添加比例': 0.91}",746,0.128686327077748,0.10995110248891124
"[8.365, 9.145]","[5.445, 5.515]","[0.0125, 0.0126]","[23.65, 24.55]","[23985.0, 24066.25]","[3.08, 4.29]",5.0,8.2553989616508,76,"{'柠檬酸添加比例': 0.0, '置换量': 0.06, '离子液添加量': 0.07, '原液添加比例': 0.91}",746,0.128686327077748,0.10995110248891124
"[9.145, 13.66]","[5.585, 5.625]","[0.0126, 0.0128]","[22.1, 23.35]","[23985.0, 24066.25]","[3.08, 4.29]",3.0,2.1813860023405214,20,"{'柠檬酸添加比例': 0.0, '置换量': 0.06, '离子液添加量': 0.07, '原液添加比例': 0.91}",746,0.128686327077748,0.10995110248891124
"[9.145, 13.66]","[5.445, 5.515]","[0.0125, 0.0126]","[23.65, 24.55]","[23985.0, 24066.25]","[3.08, 4.29]",3.0,2.7287557478005686,25,"{'柠檬酸添加比例': 0.0, '置换量': 0.06, '离子液添加量': 0.07, '原液添加比例': 0.91}",746,0.128686327077748,0.10995110248891124
"[8.365, 9.145]","[5.445, 5.515]","[0.0126, 0.0128]","[23.65, 24.55]","[23985.0, 24066.25]","[3.08, 4.29]",3.0,4.820315279957516,44,"{'柠檬酸添加比例': 0.0, '置换量': 0.06, '离子液添加量': 0.07, '原液添加比例': 0.91}",746,0.128686327077748,0.10995110248891124
"[9.145, 13.66]","[5.32, 5.445]","[0.0125, 0.0126]","[22.1, 23.35]","[24066.25, 24186.25]","[3.08, 4.29]",4.0,2.634189733193001,24,"{'柠檬酸添加比例': 0.0, '置换量': 0.06, '离子液添加量': 0.07, '原液添加比例': 0.91}",746,0.128686327077748,0.10995110248891124
"[8.365, 9.145]","[5.625, 5.705]","[0.0125, 0.0126]","[23.65, 24.55]","[23985.0, 24066.25]","[3.08, 4.29]",2.0,2.7610120924477606,25,"{'柠檬酸添加比例': 0.0, '置换量': 0.06, '离子液添加量': 0.07, '原液添加比例': 0.91}",746,0.128686327077748,0.10995110248891124
"[8.365, 9.145]","[5.515, 5.545]","[0.0126, 0.0128]","[23.65, 24.55]","[23985.0, 24066.25]","[3.08, 4.29]",6.0,2.332699324418765,21,"{'柠檬酸添加比例': 0.0, '置换量': 0.06, '离子液添加量': 0.07, '原液添加比例': 0.91}",746,0.128686327077748,0.10995110248891124
"[8.365, 9.145]","[5.585, 5.625]","[0.0125, 0.0126]","[23.65, 24.55]","[23985.0, 24066.25]","[3.08, 4.29]",3.0,3.3388579582096427,30,"{'柠檬酸添加比例': 0.0, '置换量': 0.06, '离子液添加量': 0.07, '原液添加比例': 0.91}",746,0.128686327077748,0.10995110248891124
"[9.145, 13.66]","[5.515, 5.545]","[0.0126, 0.0128]","[23.65, 24.55]","[23985.0, 24066.25]","[3.08, 4.29]",2.0,2.9017944689344857,26,"{'柠檬酸添加比例': 0.0, '置换量': 0.06, '离子液添加量': 0.07, '原液添加比例': 0.91}",746,0.128686327077748,0.10995110248891124
"[9.145, 13.66]","[5.445, 5.515]","[0.0125, 0.0126]","[23.35, 23.65]","[23985.0, 24066.25]","[3.08, 4.29]",5.0,2.1237096535526505,19,"{'柠檬酸添加比例': 0.0, '置换量': 0.06, '离子液添加量': 0.07, '原液添加比例': 0.91}",746,0.128686327077748,0.10995110248891124
"[9.145, 13.66]","[5.32, 5.445]","[0.0125, 0.0126]","[23.65, 24.55]","[24066.25, 24186.25]","[3.08, 4.29]",5.0,2.8359844880330143,25,"{'柠檬酸添加比例': 0.0, '置换量': 0.06, '离子液添加量': 0.07, '原液添加比例': 0.91}",746,0.128686327077748,0.10995110248891124
"[9.145, 13.66]","[5.445, 5.515]","[0.0125, 0.0126]","[22.1, 23.35]","[24066.25, 24186.25]","[3.08, 4.29]",7.0,5.564402216957602,49,"{'柠檬酸添加比例': 0.0, '置换量': 0.06, '离子液添加量': 0.07, '原液添加比例': 0.91}",746,0.128686327077748,0.10995110248891124
"[8.365, 9.145]","[5.545, 5.585]","[0.0125, 0.0126]","[23.65, 24.55]","[23985.0, 24066.25]","[3.08, 4.29]",6.0,5.228170156584375,46,"{'柠檬酸添加比例': 0.0, '置换量': 0.06, '离子液添加量': 0.07, '原液添加比例': 0.91}",746,0.128686327077748,0.10995110248891124
"[9.145, 13.66]","[5.545, 5.585]","[0.0125, 0.0126]","[23.65, 24.55]","[23985.0, 24066.25]","[3.08, 4.29]",7.0,3.3112905376631327,29,"{'柠檬酸添加比例': 0.0, '置换量': 0.06, '离子液添加量': 0.07, '原液添加比例': 0.91}",746,0.128686327077748,0.10995110248891124
"[9.145, 13.66]","[5.445, 5.515]","[0.0126, 0.0128]","[22.1, 23.35]","[24066.25, 24186.25]","[3.08, 4.29]",1.0,3.5491335294234907,31,"{'柠檬酸添加比例': 0.0, '置换量': 0.06, '离子液添加量': 0.07, '原液添加比例': 0.91}",746,0.128686327077748,0.10995110248891124
"[8.365, 9.145]","[5.545, 5.585]","[0.0126, 0.0128]","[23.65, 24.55]","[23985.0, 24066.25]","[3.08, 4.29]",3.0,2.979205382925802,26,"{'柠檬酸添加比例': 0.0, '置换量': 0.06, '离子液添加量': 0.07, '原液添加比例': 0.91}",746,0.128686327077748,0.10995110248891124
"[9.145, 13.66]","[5.545, 5.585]","[0.0125, 0.0126]","[23.35, 23.65]","[23985.0, 24066.25]","[3.08, 4.29]",6.0,3.1537726572627043,27,"{'柠檬酸添加比例': 0.0, '置换量': 0.06, '离子液添加量': 0.07, '原液添加比例': 0.91}",746,0.128686327077748,0.10995110248891124
"[8.365, 9.145]","[5.545, 5.585]","[0.0126, 0.0128]","[23.35, 23.65]","[23985.0, 24066.25]","[3.08, 4.29]",3.0,2.8130108352106844,24,"{'柠檬酸添加比例': 0.0, '置换量': 0.06, '离子液添加量': 0.07, '原液添加比例': 0.91}",746,0.128686327077748,0.10995110248891124
"[6.995, 7.525]","[5.585, 5.625]","[0.0122, 0.0125]","[25.15, 29.9]","[23092.5, 23882.5]","[5.065, 6.93]",2.0,2.494890523156108,27,"{'柠檬酸添加比例': 0.0, '置换量': 0.05, '离子液添加量': 0.0, '原液添加比例': 0.67}",215,0.07441860465116279,0.09817179362187514
"[6.995, 7.525]","[5.585, 5.625]","[0.0122, 0.0125]","[24.55, 24.75]","[23092.5, 23882.5]","[5.065, 6.93]",6.0,5.594000534459213,58,"{'柠檬酸添加比例': 0.0, '置换量': 0.05, '离子液添加量': 0.0, '原液添加比例': 0.67}",215,0.07441860465116279,0.09817179362187514
"[6.995, 7.525]","[5.625, 5.705]","[0.0125, 0.0126]","[24.55, 24.75]","[23092.5, 23882.5]","[5.065, 6.93]",0.0,2.433033182640445,25,"{'柠檬酸添加比例': 0.0, '置换量': 0.05, '离子液添加量': 0.0, '原液添加比例': 0.67}",215,0.07441860465116279,0.09817179362187514
"[6.995, 7.525]","[5.585, 5.625]","[0.0125, 0.0126]","[24.55, 24.75]","[23092.5, 23882.5]","[5.065, 6.93]",3.0,3.4361638108476753,35,"{'柠檬酸添加比例': 0.0, '置换量': 0.05, '离子液添加量': 0.0, '原液添加比例': 0.67}",215,0.07441860465116279,0.09817179362187514
"[6.32, 6.995]","[5.625, 5.705]","[0.0125, 0.0126]","[23.65, 24.55]","[23092.5, 23882.5]","[5.065, 6.93]",2.0,3.9401133568462496,39,"{'柠檬酸添加比例': 0.0, '置换量': 0.05, '离子液添加量': 0.0, '原液添加比例': 0.67}",215,0.07441860465116279,0.09817179362187514
"[6.32, 6.995]","[5.545, 5.585]","[0.0125, 0.0126]","[24.55, 24.75]","[23092.5, 23882.5]","[5.065, 6.93]",3.0,3.208734220753465,31,"{'柠檬酸添加比例': 0.0, '置换量': 0.05, '离子液添加量': 0.0, '原液添加比例': 0.67}",215,0.07441860465116279,0.09817179362187514
"[8.365, 9.145]","[5.625, 5.705]","[0.0122, 0.0125]","[23.35, 23.65]","[23092.5, 23882.5]","[4.935, 5.065]",4.0,1.6002019821176292,17,"{'柠檬酸添加比例': 0.0, '置换量': 0.0547, '离子液添加量': 0.06, '原液添加比例': 0.62}",52,0.15384615384615385,0.09563372549989382
"[8.365, 9.145]","[5.585, 5.625]","[0.0122, 0.0125]","[23.35, 23.65]","[23092.5, 23882.5]","[4.935, 5.065]",4.0,1.7097175788408876,18,"{'柠檬酸添加比例': 0.0, '置换量': 0.0547, '离子液添加量': 0.06, '原液添加比例': 0.62}",52,0.15384615384615385,0.09563372549989382
"[8.365, 9.145]","[5.585, 5.625]","[0.0121, 0.0122]","[23.35, 23.65]","[23092.5, 23882.5]","[4.29, 4.935]",0.0,1.464972392105902,15,"{'柠檬酸添加比例': 0.0, '置换量': 0.0547, '离子液添加量': 0.06, '原液添加比例': 0.62}",52,0.15384615384615385,0.09563372549989382
"[8.365, 9.145]","[5.585, 5.625]","[0.0122, 0.0125]","[23.35, 23.65]","[23092.5, 23882.5]","[4.29, 4.935]",0.0,0.19806177293006041,2,"{'柠檬酸添加比例': 0.0, '置换量': 0.0547, '离子液添加量': 0.06, '原液添加比例': 0.62}",52,0.15384615384615385,0.09563372549989382
"[7.525, 7.76]","[5.765, 5.95]","[0.0122, 0.0125]","[24.75, 25.15]","[23985.0, 24066.25]","[4.29, 4.935]",1.0,5.014630853584933,53,"{'柠檬酸添加比例': 0.0, '置换量': 0.05, '离子液添加量': 0.07, '原液添加比例': 0.73}",244,0.11475409836065574,0.09965113000431855
"[7.525, 7.76]","[5.765, 5.95]","[0.0122, 0.0125]","[24.55, 24.75]","[23985.0, 24066.25]","[4.29, 4.935]",3.0,4.69566014786811,49,"{'柠檬酸添加比例': 0.0, '置换量': 0.05, '离子液添加量': 0.07, '原液添加比例': 0.73}",244,0.11475409836065574,0.09965113000431855
"[7.76, 8.365]","[5.765, 5.95]","[0.0122, 0.0125]","[23.65, 24.55]","[23985.0, 24066.25]","[4.29, 4.935]",11.0,9.07871275918149,89,"{'柠檬酸添加比例': 0.0, '置换量': 0.05, '离子液添加量': 0.07, '原液添加比例': 0.73}",244,0.11475409836065574,0.09965113000431855
"[6.995, 7.525]","[5.765, 5.95]","[0.0122, 0.0125]","[23.65, 24.55]","[23985.0, 24066.25]","[4.29, 4.935]",4.0,2.3869128331086618,23,"{'柠檬酸添加比例': 0.0, '置换量': 0.05, '离子液添加量': 0.07, '原液添加比例': 0.73}",244,0.11475409836065574,0.09965113000431855
"[7.76, 8.365]","[5.765, 5.95]","[0.0122, 0.0125]","[23.35, 23.65]","[23985.0, 24066.25]","[4.29, 4.935]",9.0,3.1389591273105335,30,"{'柠檬酸添加比例': 0.0, '置换量': 0.05, '离子液添加量': 0.07, '原液添加比例': 0.73}",244,0.11475409836065574,0.09965113000431855
"[6.995, 7.525]","[5.625, 5.705]","[0.0126, 0.0128]","[24.55, 24.75]","[23092.5, 23882.5]","[5.065, 6.93]",0.0,1.866755258375693,19,"{'柠檬酸添加比例': 0.0, '置换量': 0.0451, '离子液添加量': 0.06, '原液添加比例': 0.64}",568,0.1267605633802817,0.10688412453932715
"[6.995, 7.525]","[5.585, 5.625]","[0.0125, 0.0126]","[23.65, 24.55]","[23092.5, 23882.5]","[5.065, 6.93]",1.0,2.0771622953748086,21,"{'柠檬酸添加比例': 0.0, '置换量': 0.0451, '离子液添加量': 0.06, '原液添加比例': 0.64}",568,0.1267605633802817,0.10688412453932715
"[6.995, 7.525]","[5.625, 5.705]","[0.0126, 0.0128]","[23.65, 24.55]","[23092.5, 23882.5]","[5.065, 6.93]",0.0,1.8807465044927343,19,"{'柠檬酸添加比例': 0.0, '置换量': 0.0451, '离子液添加量': 0.06, '原液添加比例': 0.64}",568,0.1267605633802817,0.10688412453932715
"[6.32, 6.995]","[5.625, 5.705]","[0.0126, 0.0128]","[24.75, 25.15]","[23092.5, 23882.5]","[5.065, 6.93]",3.0,2.600181824097246,26,"{'柠檬酸添加比例': 0.0, '置换量': 0.0451, '离子液添加量': 0.06, '原液添加比例': 0.64}",568,0.1267605633802817,0.10688412453932715
"[6.32, 6.995]","[5.705, 5.765]","[0.0126, 0.0128]","[23.65, 24.55]","[23882.5, 23985.0]","[5.065, 6.93]",3.0,1.512328985973272,15,"{'柠檬酸添加比例': 0.0, '置换量': 0.0451, '离子液添加量': 0.06, '原液添加比例': 0.64}",568,0.1267605633802817,0.10688412453932715
"[6.32, 6.995]","[5.585, 5.625]","[0.0126, 0.0128]","[23.65, 24.55]","[23092.5, 23882.5]","[5.065, 6.93]",2.0,2.056245572763685,20,"{'柠檬酸添加比例': 0.0, '置换量': 0.0451, '离子液添加量': 0.06, '原液添加比例': 0.64}",568,0.1267605633802817,0.10688412453932715
"[6.32, 6.995]","[5.625, 5.705]","[0.0126, 0.0128]","[22.1, 23.35]","[24408.75, 24675.0]","[5.065, 6.93]",1.0,1.5562869928906817,15,"{'柠檬酸添加比例': 0.0, '置换量': 0.0451, '离子液添加量': 0.06, '原液添加比例': 0.64}",568,0.1267605633802817,0.10688412453932715
"[6.32, 6.995]","[5.705, 5.765]","[0.0126, 0.0128]","[24.75, 25.15]","[24408.75, 24675.0]","[5.065, 6.93]",3.0,2.498079829105252,24,"{'柠檬酸添加比例': 0.0, '置换量': 0.0451, '离子液添加量': 0.06, '原液添加比例': 0.64}",568,0.1267605633802817,0.10688412453932715
"[6.995, 7.525]","[5.625, 5.705]","[0.0126, 0.0128]","[23.65, 24.55]","[24408.75, 24675.0]","[5.065, 6.93]",2.0,2.2981882271277816,22,"{'柠檬酸添加比例': 0.0, '置换量': 0.0451, '离子液添加量': 0.06, '原液添加比例': 0.64}",568,0.1267605633802817,0.10688412453932715
"[6.32, 6.995]","[5.625, 5.705]","[0.0126, 0.0128]","[23.35, 23.65]","[23092.5, 23882.5]","[5.065, 6.93]",4.0,2.6145364860665476,25,"{'柠檬酸添加比例': 0.0, '置换量': 0.0451, '离子液添加量': 0.06, '原液添加比例': 0.64}",568,0.1267605633802817,0.10688412453932715
"[6.32, 6.995]","[5.705, 5.765]","[0.0126, 0.0128]","[24.55, 24.75]","[24408.75, 24675.0]","[5.065, 6.93]",3.0,2.211316421987431,21,"{'柠檬酸添加比例': 0.0, '置换量': 0.0451, '离子液添加量': 0.06, '原液添加比例': 0.64}",568,0.1267605633802817,0.10688412453932715
