成品电导率区间,成品PH值区间,成品浓度区间,成品浊度区间,成品温度区间,成品表面张力区间,成品COD区间,单刀供液量区间,异常率统计,异常率估计,刀数,配比,配比刀数,配比异常率统计,配比异常率估计
"[7.245, 8.565]","[6.135, 6.29]","[0.0125, 0.0127]","[46.345, 97.92]","[25.15, 26.25]","[27.95, 28.05]","[24606.25, 25162.5]","[4.29, 4.935]",17.0,11.346599048777856,55,"{'柠檬酸添加比例': 0.0, '置换量': 0.05, '离子液添加量': 0.06, '原液添加比例': 0.73}",1985,0.22367758186397985,0.20767630671288606
"[7.245, 8.565]","[6.135, 6.29]","[0.0127, 0.0129]","[46.345, 97.92]","[25.15, 26.25]","[27.95, 28.05]","[24505.0, 24606.25]","[5.065, 6.93]",0.0,1.859184956523685,9,"{'柠檬酸添加比例': 0.0, '置换量': 0.05, '离子液添加量': 0.06, '原液添加比例': 0.73}",1985,0.22367758186397985,0.20767630671288606
"[7.245, 8.565]","[5.985, 6.135]","[0.0125, 0.0127]","[32.05, 35.6]","[24.95, 25.15]","[28.05, 28.155]","[24606.25, 25162.5]","[4.29, 4.935]",4.0,4.1320983104415,20,"{'柠檬酸添加比例': 0.0, '置换量': 0.05, '离子液添加量': 0.06, '原液添加比例': 0.73}",1985,0.22367758186397985,0.20767630671288606
"[6.55, 7.245]","[5.985, 6.135]","[0.0125, 0.0127]","[35.6, 46.345]","[25.15, 26.25]","[27.95, 28.05]","[24505.0, 24606.25]","[5.065, 6.93]",0.0,0.20673321341442114,1,"{'柠檬酸添加比例': 0.0, '置换量': 0.05, '离子液添加量': 0.06, '原液添加比例': 0.73}",1985,0.22367758186397985,0.20767630671288606
"[6.55, 7.245]","[6.135, 6.29]","[0.0125, 0.0127]","[13.11, 32.05]","[25.15, 26.25]","[27.85, 27.95]","[24606.25, 25162.5]","[4.29, 4.935]",4.0,4.5484991139845246,22,"{'柠檬酸添加比例': 0.0, '置换量': 0.05, '离子液添加量': 0.06, '原液添加比例': 0.73}",1985,0.22367758186397985,0.20767630671288606
"[7.245, 8.565]","[6.135, 6.29]","[0.0127, 0.0129]","[35.6, 46.345]","[25.15, 26.25]","[28.155, 28.4]","[24606.25, 25162.5]","[4.29, 4.935]",1.0,2.071499359405699,10,"{'柠檬酸添加比例': 0.0, '置换量': 0.05, '离子液添加量': 0.06, '原液添加比例': 0.73}",1985,0.22367758186397985,0.20767630671288606
"[7.245, 8.565]","[5.985, 6.135]","[0.0125, 0.0127]","[13.11, 32.05]","[25.15, 26.25]","[28.05, 28.155]","[25162.5, 25875.0]","[4.29, 4.935]",3.0,2.906124188531469,14,"{'柠檬酸添加比例': 0.0, '置换量': 0.05, '离子液添加量': 0.06, '原液添加比例': 0.73}",1985,0.22367758186397985,0.20767630671288606
"[6.55, 7.245]","[6.135, 6.29]","[0.0125, 0.0127]","[35.6, 46.345]","[25.15, 26.25]","[27.95, 28.05]","[24606.25, 25162.5]","[4.29, 4.935]",4.0,1.45962479156792,7,"{'柠檬酸添加比例': 0.0, '置换量': 0.05, '离子液添加量': 0.06, '原液添加比例': 0.73}",1985,0.22367758186397985,0.20767630671288606
"[7.245, 8.565]","[5.985, 6.135]","[0.0127, 0.0129]","[13.11, 32.05]","[25.15, 26.25]","[27.95, 28.05]","[25162.5, 25875.0]","[4.29, 4.935]",3.0,1.0445334726690572,5,"{'柠檬酸添加比例': 0.0, '置换量': 0.05, '离子液添加量': 0.06, '原液添加比例': 0.73}",1985,0.22367758186397985,0.20767630671288606
"[7.245, 8.565]","[5.985, 6.135]","[0.0129, 0.013]","[35.6, 46.345]","[25.15, 26.25]","[27.85, 27.95]","[25162.5, 25875.0]","[5.065, 6.93]",7.0,4.61271731290818,22,"{'柠檬酸添加比例': 0.0, '置换量': 0.05, '离子液添加量': 0.06, '原液添加比例': 0.73}",1985,0.22367758186397985,0.20767630671288606
"[7.245, 8.565]","[5.985, 6.135]","[0.0127, 0.0129]","[35.6, 46.345]","[25.15, 26.25]","[27.95, 28.05]","[25162.5, 25875.0]","[5.065, 6.93]",2.0,3.1461695590806484,15,"{'柠檬酸添加比例': 0.0, '置换量': 0.05, '离子液添加量': 0.06, '原液添加比例': 0.73}",1985,0.22367758186397985,0.20767630671288606
"[7.245, 8.565]","[5.985, 6.135]","[0.0127, 0.0129]","[35.6, 46.345]","[25.15, 26.25]","[27.85, 27.95]","[25162.5, 25875.0]","[5.065, 6.93]",8.0,2.9364664519230423,14,"{'柠檬酸添加比例': 0.0, '置换量': 0.05, '离子液添加量': 0.06, '原液添加比例': 0.73}",1985,0.22367758186397985,0.20767630671288606
"[7.245, 8.565]","[5.985, 6.135]","[0.0127, 0.0129]","[46.345, 97.92]","[25.15, 26.25]","[27.85, 27.95]","[25162.5, 25875.0]","[5.065, 6.93]",3.0,1.6814921033867898,8,"{'柠檬酸添加比例': 0.0, '置换量': 0.05, '离子液添加量': 0.06, '原液添加比例': 0.73}",1985,0.22367758186397985,0.20767630671288606
"[7.245, 8.565]","[6.135, 6.29]","[0.0129, 0.013]","[35.6, 46.345]","[25.15, 26.25]","[28.05, 28.155]","[25162.5, 25875.0]","[5.065, 6.93]",1.0,1.6831882105982388,8,"{'柠檬酸添加比例': 0.0, '置换量': 0.05, '离子液添加量': 0.06, '原液添加比例': 0.73}",1985,0.22367758186397985,0.20767630671288606
"[7.245, 8.565]","[6.135, 6.29]","[0.0125, 0.0127]","[13.11, 32.05]","[24.95, 25.15]","[28.05, 28.155]","[24606.25, 25162.5]","[5.065, 6.93]",1.0,0.8421156186522736,4,"{'柠檬酸添加比例': 0.0, '置换量': 0.05, '离子液添加量': 0.06, '原液添加比例': 0.73}",1985,0.22367758186397985,0.20767630671288606
"[7.245, 8.565]","[5.985, 6.135]","[0.0129, 0.013]","[35.6, 46.345]","[25.15, 26.25]","[27.95, 28.05]","[25162.5, 25875.0]","[4.29, 4.935]",7.0,6.107367916447351,29,"{'柠檬酸添加比例': 0.0, '置换量': 0.05, '离子液添加量': 0.06, '原液添加比例': 0.73}",1985,0.22367758186397985,0.20767630671288606
"[7.245, 8.565]","[5.985, 6.135]","[0.0127, 0.0129]","[35.6, 46.345]","[25.15, 26.25]","[27.95, 28.05]","[25162.5, 25875.0]","[4.29, 4.935]",3.0,2.949485400551668,14,"{'柠檬酸添加比例': 0.0, '置换量': 0.05, '离子液添加量': 0.06, '原液添加比例': 0.73}",1985,0.22367758186397985,0.20767630671288606
"[7.245, 8.565]","[5.985, 6.135]","[0.0127, 0.0129]","[35.6, 46.345]","[25.15, 26.25]","[27.85, 27.95]","[25162.5, 25875.0]","[4.29, 4.935]",3.0,5.688373366284632,27,"{'柠檬酸添加比例': 0.0, '置换量': 0.05, '离子液添加量': 0.06, '原液添加比例': 0.73}",1985,0.22367758186397985,0.20767630671288606
"[7.245, 8.565]","[5.985, 6.135]","[0.0125, 0.0127]","[32.05, 35.6]","[24.95, 25.15]","[27.95, 28.05]","[25162.5, 25875.0]","[4.29, 4.935]",2.0,1.475859583424341,7,"{'柠檬酸添加比例': 0.0, '置换量': 0.05, '离子液添加量': 0.06, '原液添加比例': 0.73}",1985,0.22367758186397985,0.20767630671288606
"[7.245, 8.565]","[5.985, 6.135]","[0.0125, 0.0127]","[32.05, 35.6]","[23.1, 24.95]","[27.95, 28.05]","[24606.25, 25162.5]","[5.065, 6.93]",5.0,4.85944332501639,23,"{'柠檬酸添加比例': 0.0, '置换量': 0.05, '离子液添加量': 0.06, '原液添加比例': 0.73}",1985,0.22367758186397985,0.20767630671288606
"[7.245, 8.565]","[6.135, 6.29]","[0.0129, 0.013]","[35.6, 46.345]","[25.15, 26.25]","[28.05, 28.155]","[25162.5, 25875.0]","[4.29, 4.935]",6.0,5.494616859252821,26,"{'柠檬酸添加比例': 0.0, '置换量': 0.05, '离子液添加量': 0.06, '原液添加比例': 0.73}",1985,0.22367758186397985,0.20767630671288606
"[7.245, 8.565]","[5.985, 6.135]","[0.0125, 0.0127]","[35.6, 46.345]","[24.95, 25.15]","[27.95, 28.05]","[24606.25, 25162.5]","[5.065, 6.93]",2.0,2.1156721474711864,10,"{'柠檬酸添加比例': 0.0, '置换量': 0.05, '离子液添加量': 0.06, '原液添加比例': 0.73}",1985,0.22367758186397985,0.20767630671288606
"[7.245, 8.565]","[5.985, 6.135]","[0.0125, 0.0127]","[35.6, 46.345]","[24.95, 25.15]","[27.85, 27.95]","[24606.25, 25162.5]","[5.065, 6.93]",3.0,3.8082632613095555,18,"{'柠檬酸添加比例': 0.0, '置换量': 0.05, '离子液添加量': 0.06, '原液添加比例': 0.73}",1985,0.22367758186397985,0.20767630671288606
"[7.245, 8.565]","[6.135, 6.29]","[0.0125, 0.0127]","[32.05, 35.6]","[23.1, 24.95]","[27.95, 28.05]","[24606.25, 25162.5]","[5.065, 6.93]",2.0,1.0600823465374365,5,"{'柠檬酸添加比例': 0.0, '置换量': 0.05, '离子液添加量': 0.06, '原液添加比例': 0.73}",1985,0.22367758186397985,0.20767630671288606
"[7.245, 8.565]","[5.985, 6.135]","[0.0127, 0.0129]","[32.05, 35.6]","[24.95, 25.15]","[28.05, 28.155]","[25162.5, 25875.0]","[4.29, 4.935]",2.0,1.9094028948194,9,"{'柠檬酸添加比例': 0.0, '置换量': 0.05, '离子液添加量': 0.06, '原液添加比例': 0.73}",1985,0.22367758186397985,0.20767630671288606
"[7.245, 8.565]","[5.985, 6.135]","[0.0125, 0.0127]","[32.05, 35.6]","[23.1, 24.95]","[28.05, 28.155]","[24606.25, 25162.5]","[4.29, 4.935]",3.0,1.6976738812490773,8,"{'柠檬酸添加比例': 0.0, '置换量': 0.05, '离子液添加量': 0.06, '原液添加比例': 0.73}",1985,0.22367758186397985,0.20767630671288606
"[6.55, 7.245]","[5.985, 6.135]","[0.0125, 0.0127]","[13.11, 32.05]","[24.95, 25.15]","[27.85, 27.95]","[24505.0, 24606.25]","[5.065, 6.93]",2.0,1.911049964363706,9,"{'柠檬酸添加比例': 0.0, '置换量': 0.05, '离子液添加量': 0.06, '原液添加比例': 0.73}",1985,0.22367758186397985,0.20767630671288606
"[6.55, 7.245]","[5.985, 6.135]","[0.0125, 0.0127]","[13.11, 32.05]","[24.95, 25.15]","[27.85, 27.95]","[24606.25, 25162.5]","[5.065, 6.93]",4.0,4.673994221630311,22,"{'柠檬酸添加比例': 0.0, '置换量': 0.05, '离子液添加量': 0.06, '原液添加比例': 0.73}",1985,0.22367758186397985,0.20767630671288606
"[7.245, 8.565]","[5.985, 6.135]","[0.0125, 0.0127]","[35.6, 46.345]","[24.95, 25.15]","[27.85, 27.95]","[24606.25, 25162.5]","[4.29, 4.935]",1.0,1.4875215076585806,7,"{'柠檬酸添加比例': 0.0, '置换量': 0.05, '离子液添加量': 0.06, '原液添加比例': 0.73}",1985,0.22367758186397985,0.20767630671288606
"[7.245, 8.565]","[5.985, 6.135]","[0.0129, 0.013]","[35.6, 46.345]","[24.95, 25.15]","[27.85, 27.95]","[24606.25, 25162.5]","[5.065, 6.93]",1.0,0.6384424225441072,3,"{'柠檬酸添加比例': 0.0, '置换量': 0.05, '离子液添加量': 0.06, '原液添加比例': 0.73}",1985,0.22367758186397985,0.20767630671288606
"[7.245, 8.565]","[5.985, 6.135]","[0.0127, 0.0129]","[35.6, 46.345]","[24.95, 25.15]","[28.05, 28.155]","[24606.25, 25162.5]","[5.065, 6.93]",3.0,1.7030880688235182,8,"{'柠檬酸添加比例': 0.0, '置换量': 0.05, '离子液添加量': 0.06, '原液添加比例': 0.73}",1985,0.22367758186397985,0.20767630671288606
"[7.245, 8.565]","[5.985, 6.135]","[0.0127, 0.0129]","[35.6, 46.345]","[24.95, 25.15]","[27.85, 27.95]","[24606.25, 25162.5]","[5.065, 6.93]",3.0,2.9804988610357923,14,"{'柠檬酸添加比例': 0.0, '置换量': 0.05, '离子液添加量': 0.06, '原液添加比例': 0.73}",1985,0.22367758186397985,0.20767630671288606
"[6.55, 7.245]","[6.135, 6.29]","[0.0129, 0.013]","[35.6, 46.345]","[25.15, 26.25]","[28.05, 28.155]","[25162.5, 25875.0]","[5.065, 6.93]",2.0,1.491374234135208,7,"{'柠檬酸添加比例': 0.0, '置换量': 0.05, '离子液添加量': 0.06, '原液添加比例': 0.73}",1985,0.22367758186397985,0.20767630671288606
"[6.55, 7.245]","[5.985, 6.135]","[0.013, 0.0132]","[35.6, 46.345]","[23.1, 24.95]","[27.95, 28.05]","[23103.75, 24235.0]","[5.065, 6.93]",1.0,0.8543321258844221,4,"{'柠檬酸添加比例': 0.0, '置换量': 0.05, '离子液添加量': 0.06, '原液添加比例': 0.73}",1985,0.22367758186397985,0.20767630671288606
"[6.55, 7.245]","[5.985, 6.135]","[0.0125, 0.0127]","[35.6, 46.345]","[24.95, 25.15]","[27.85, 27.95]","[24606.25, 25162.5]","[5.065, 6.93]",1.0,1.2853507012703989,6,"{'柠檬酸添加比例': 0.0, '置换量': 0.05, '离子液添加量': 0.06, '原液添加比例': 0.73}",1985,0.22367758186397985,0.20767630671288606
"[7.245, 8.565]","[5.985, 6.135]","[0.0125, 0.0127]","[13.11, 32.05]","[24.95, 25.15]","[27.95, 28.05]","[25162.5, 25875.0]","[4.29, 4.935]",1.0,2.79444930809929,13,"{'柠檬酸添加比例': 0.0, '置换量': 0.05, '离子液添加量': 0.06, '原液添加比例': 0.73}",1985,0.22367758186397985,0.20767630671288606
"[7.245, 8.565]","[5.985, 6.135]","[0.0125, 0.0127]","[13.11, 32.05]","[23.1, 24.95]","[28.05, 28.155]","[24606.25, 25162.5]","[5.065, 6.93]",4.0,4.523334890666986,21,"{'柠檬酸添加比例': 0.0, '置换量': 0.05, '离子液添加量': 0.06, '原液添加比例': 0.73}",1985,0.22367758186397985,0.20767630671288606
"[7.245, 8.565]","[6.135, 6.29]","[0.0125, 0.0127]","[13.11, 32.05]","[23.1, 24.95]","[27.95, 28.05]","[24606.25, 25162.5]","[5.065, 6.93]",7.0,4.7550145510057,22,"{'柠檬酸添加比例': 0.0, '置换量': 0.05, '离子液添加量': 0.06, '原液添加比例': 0.73}",1985,0.22367758186397985,0.20767630671288606
"[7.245, 8.565]","[5.985, 6.135]","[0.0125, 0.0127]","[35.6, 46.345]","[24.95, 25.15]","[27.95, 28.05]","[25162.5, 25875.0]","[4.29, 4.935]",3.0,2.167284731615827,10,"{'柠檬酸添加比例': 0.0, '置换量': 0.05, '离子液添加量': 0.06, '原液添加比例': 0.73}",1985,0.22367758186397985,0.20767630671288606
"[7.245, 8.565]","[5.985, 6.135]","[0.0129, 0.013]","[35.6, 46.345]","[24.95, 25.15]","[28.05, 28.155]","[25162.5, 25875.0]","[5.065, 6.93]",0.0,1.7362859259070285,8,"{'柠檬酸添加比例': 0.0, '置换量': 0.05, '离子液添加量': 0.06, '原液添加比例': 0.73}",1985,0.22367758186397985,0.20767630671288606
"[7.245, 8.565]","[6.135, 6.29]","[0.0125, 0.0127]","[13.11, 32.05]","[23.1, 24.95]","[27.95, 28.05]","[24606.25, 25162.5]","[4.29, 4.935]",3.0,2.3877690802295417,11,"{'柠檬酸添加比例': 0.0, '置换量': 0.05, '离子液添加量': 0.06, '原液添加比例': 0.73}",1985,0.22367758186397985,0.20767630671288606
"[7.245, 8.565]","[6.135, 6.29]","[0.0125, 0.0127]","[13.11, 32.05]","[23.1, 24.95]","[27.85, 27.95]","[24606.25, 25162.5]","[4.29, 4.935]",3.0,0.8682915312849974,4,"{'柠檬酸添加比例': 0.0, '置换量': 0.05, '离子液添加量': 0.06, '原液添加比例': 0.73}",1985,0.22367758186397985,0.20767630671288606
"[7.245, 8.565]","[5.985, 6.135]","[0.0125, 0.0127]","[35.6, 46.345]","[23.1, 24.95]","[27.7, 27.85]","[24606.25, 25162.5]","[5.065, 6.93]",3.0,2.605762538427645,12,"{'柠檬酸添加比例': 0.0, '置换量': 0.05, '离子液添加量': 0.06, '原液添加比例': 0.73}",1985,0.22367758186397985,0.20767630671288606
"[7.245, 8.565]","[5.985, 6.135]","[0.0125, 0.0127]","[35.6, 46.345]","[23.1, 24.95]","[27.85, 27.95]","[24606.25, 25162.5]","[5.065, 6.93]",1.0,0.6515235024537716,3,"{'柠檬酸添加比例': 0.0, '置换量': 0.05, '离子液添加量': 0.06, '原液添加比例': 0.73}",1985,0.22367758186397985,0.20767630671288606
"[7.245, 8.565]","[5.985, 6.135]","[0.0129, 0.013]","[32.05, 35.6]","[23.1, 24.95]","[28.05, 28.155]","[25162.5, 25875.0]","[4.29, 4.935]",5.0,3.918268114127642,18,"{'柠檬酸添加比例': 0.0, '置换量': 0.05, '离子液添加量': 0.06, '原液添加比例': 0.73}",1985,0.22367758186397985,0.20767630671288606
"[6.55, 7.245]","[5.985, 6.135]","[0.0129, 0.013]","[13.11, 32.05]","[24.95, 25.15]","[27.95, 28.05]","[25162.5, 25875.0]","[5.065, 6.93]",1.0,0.6537709293134331,3,"{'柠檬酸添加比例': 0.0, '置换量': 0.05, '离子液添加量': 0.06, '原液添加比例': 0.73}",1985,0.22367758186397985,0.20767630671288606
"[7.245, 8.565]","[5.985, 6.135]","[0.0129, 0.013]","[35.6, 46.345]","[24.95, 25.15]","[27.95, 28.05]","[25162.5, 25875.0]","[4.29, 4.935]",7.0,4.57742108934084,21,"{'柠檬酸添加比例': 0.0, '置换量': 0.05, '离子液添加量': 0.06, '原液添加比例': 0.73}",1985,0.22367758186397985,0.20767630671288606
"[7.245, 8.565]","[5.985, 6.135]","[0.0127, 0.0129]","[35.6, 46.345]","[24.95, 25.15]","[27.95, 28.05]","[25162.5, 25875.0]","[4.29, 4.935]",8.0,6.759583100745672,31,"{'柠檬酸添加比例': 0.0, '置换量': 0.05, '离子液添加量': 0.06, '原液添加比例': 0.73}",1985,0.22367758186397985,0.20767630671288606
"[7.245, 8.565]","[5.985, 6.135]","[0.0127, 0.0129]","[35.6, 46.345]","[24.95, 25.15]","[27.85, 27.95]","[25162.5, 25875.0]","[4.29, 4.935]",2.0,1.7444322736218796,8,"{'柠檬酸添加比例': 0.0, '置换量': 0.05, '离子液添加量': 0.06, '原液添加比例': 0.73}",1985,0.22367758186397985,0.20767630671288606
"[7.245, 8.565]","[5.985, 6.135]","[0.0125, 0.0127]","[35.6, 46.345]","[23.1, 24.95]","[27.85, 27.95]","[24606.25, 25162.5]","[4.29, 4.935]",11.0,7.8518661176417055,36,"{'柠檬酸添加比例': 0.0, '置换量': 0.05, '离子液添加量': 0.06, '原液添加比例': 0.73}",1985,0.22367758186397985,0.20767630671288606
"[7.245, 8.565]","[5.985, 6.135]","[0.0127, 0.0129]","[35.6, 46.345]","[23.1, 24.95]","[28.05, 28.155]","[24606.25, 25162.5]","[5.065, 6.93]",2.0,1.529432297658996,7,"{'柠檬酸添加比例': 0.0, '置换量': 0.05, '离子液添加量': 0.06, '原液添加比例': 0.73}",1985,0.22367758186397985,0.20767630671288606
"[7.245, 8.565]","[5.985, 6.135]","[0.0127, 0.0129]","[35.6, 46.345]","[23.1, 24.95]","[27.95, 28.05]","[24606.25, 25162.5]","[5.065, 6.93]",1.0,0.8739765159423398,4,"{'柠檬酸添加比例': 0.0, '置换量': 0.05, '离子液添加量': 0.06, '原液添加比例': 0.73}",1985,0.22367758186397985,0.20767630671288606
"[7.245, 8.565]","[6.135, 6.29]","[0.0127, 0.0129]","[35.6, 46.345]","[24.95, 25.15]","[28.05, 28.155]","[25162.5, 25875.0]","[4.29, 4.935]",2.0,1.5314851423127283,7,"{'柠檬酸添加比例': 0.0, '置换量': 0.05, '离子液添加量': 0.06, '原液添加比例': 0.73}",1985,0.22367758186397985,0.20767630671288606
"[7.245, 8.565]","[6.135, 6.29]","[0.0125, 0.0127]","[35.6, 46.345]","[23.1, 24.95]","[28.155, 28.4]","[24606.25, 25162.5]","[4.29, 4.935]",0.0,1.531636400877652,7,"{'柠檬酸添加比例': 0.0, '置换量': 0.05, '离子液添加量': 0.06, '原液添加比例': 0.73}",1985,0.22367758186397985,0.20767630671288606
"[7.245, 8.565]","[6.135, 6.29]","[0.0125, 0.0127]","[35.6, 46.345]","[23.1, 24.95]","[27.95, 28.05]","[24606.25, 25162.5]","[4.29, 4.935]",4.0,3.7202927578459386,17,"{'柠檬酸添加比例': 0.0, '置换量': 0.05, '离子液添加量': 0.06, '原液添加比例': 0.73}",1985,0.22367758186397985,0.20767630671288606
"[6.55, 7.245]","[5.985, 6.135]","[0.0127, 0.0129]","[13.11, 32.05]","[24.95, 25.15]","[28.05, 28.155]","[25162.5, 25875.0]","[4.29, 4.935]",5.0,3.5029018981586795,16,"{'柠檬酸添加比例': 0.0, '置换量': 0.05, '离子液添加量': 0.06, '原液添加比例': 0.73}",1985,0.22367758186397985,0.20767630671288606
"[6.55, 7.245]","[5.985, 6.135]","[0.0127, 0.0129]","[35.6, 46.345]","[24.95, 25.15]","[28.05, 28.155]","[25162.5, 25875.0]","[5.065, 6.93]",2.0,1.3186158682388955,6,"{'柠檬酸添加比例': 0.0, '置换量': 0.05, '离子液添加量': 0.06, '原液添加比例': 0.73}",1985,0.22367758186397985,0.20767630671288606
"[6.55, 7.245]","[6.135, 6.29]","[0.0125, 0.0127]","[35.6, 46.345]","[23.1, 24.95]","[27.85, 27.95]","[24505.0, 24606.25]","[5.065, 6.93]",1.0,0.6613510901458187,3,"{'柠檬酸添加比例': 0.0, '置换量': 0.05, '离子液添加量': 0.06, '原液添加比例': 0.73}",1985,0.22367758186397985,0.20767630671288606
"[7.245, 8.565]","[5.985, 6.135]","[0.0127, 0.0129]","[13.11, 32.05]","[23.1, 24.95]","[27.95, 28.05]","[25162.5, 25875.0]","[4.29, 4.935]",1.0,1.1094227666151353,5,"{'柠檬酸添加比例': 0.0, '置换量': 0.05, '离子液添加量': 0.06, '原液添加比例': 0.73}",1985,0.22367758186397985,0.20767630671288606
"[6.55, 7.245]","[6.135, 6.29]","[0.0127, 0.0129]","[35.6, 46.345]","[23.1, 24.95]","[27.95, 28.05]","[24606.25, 25162.5]","[5.065, 6.93]",8.0,5.547134735541946,25,"{'柠檬酸添加比例': 0.0, '置换量': 0.05, '离子液添加量': 0.06, '原液添加比例': 0.73}",1985,0.22367758186397985,0.20767630671288606
"[7.245, 8.565]","[5.985, 6.135]","[0.0129, 0.013]","[35.6, 46.345]","[23.1, 24.95]","[27.95, 28.05]","[25162.5, 25875.0]","[5.065, 6.93]",6.0,2.894370194573309,13,"{'柠檬酸添加比例': 0.0, '置换量': 0.05, '离子液添加量': 0.06, '原液添加比例': 0.73}",1985,0.22367758186397985,0.20767630671288606
"[7.245, 8.565]","[5.985, 6.135]","[0.0127, 0.0129]","[35.6, 46.345]","[23.1, 24.95]","[28.05, 28.155]","[25162.5, 25875.0]","[4.29, 4.935]",5.0,4.249380146377806,19,"{'柠檬酸添加比例': 0.0, '置换量': 0.05, '离子液添加量': 0.06, '原液添加比例': 0.73}",1985,0.22367758186397985,0.20767630671288606
"[6.55, 7.245]","[5.985, 6.135]","[0.0129, 0.013]","[35.6, 46.345]","[23.1, 24.95]","[28.155, 28.4]","[25162.5, 25875.0]","[4.29, 4.935]",3.0,2.7143536538184314,12,"{'柠檬酸添加比例': 0.0, '置换量': 0.05, '离子液添加量': 0.06, '原液添加比例': 0.73}",1985,0.22367758186397985,0.20767630671288606
"[6.55, 7.245]","[5.985, 6.135]","[0.0127, 0.0129]","[46.345, 97.92]","[23.1, 24.95]","[27.95, 28.05]","[25162.5, 25875.0]","[4.29, 4.935]",2.0,1.8139938584731565,8,"{'柠檬酸添加比例': 0.0, '置换量': 0.05, '离子液添加量': 0.06, '原液添加比例': 0.73}",1985,0.22367758186397985,0.20767630671288606
"[6.55, 7.245]","[5.985, 6.135]","[0.0129, 0.013]","[32.05, 35.6]","[26.25, 27.9]","[28.05, 28.155]","[24606.25, 25162.5]","[5.065, 6.93]",1.0,1.374770059539728,7,"{'柠檬酸添加比例': 0.0, '置换量': 0.0451, '离子液添加量': 0.06, '原液添加比例': 0.64}",623,0.20064205457463885,0.2053165184316432
"[7.245, 8.565]","[5.985, 6.135]","[0.0127, 0.0129]","[13.11, 32.05]","[25.15, 26.25]","[27.85, 27.95]","[23103.75, 24235.0]","[5.065, 6.93]",1.0,2.8111916282676654,14,"{'柠檬酸添加比例': 0.0, '置换量': 0.0451, '离子液添加量': 0.06, '原液添加比例': 0.64}",623,0.20064205457463885,0.2053165184316432
"[7.245, 8.565]","[5.985, 6.135]","[0.0125, 0.0127]","[35.6, 46.345]","[25.15, 26.25]","[27.7, 27.85]","[23103.75, 24235.0]","[5.065, 6.93]",7.0,5.231720490778969,26,"{'柠檬酸添加比例': 0.0, '置换量': 0.0451, '离子液添加量': 0.06, '原液添加比例': 0.64}",623,0.20064205457463885,0.2053165184316432
"[7.245, 8.565]","[5.985, 6.135]","[0.0125, 0.0127]","[35.6, 46.345]","[25.15, 26.25]","[27.95, 28.05]","[23103.75, 24235.0]","[5.065, 6.93]",4.0,3.219914800879819,16,"{'柠檬酸添加比例': 0.0, '置换量': 0.0451, '离子液添加量': 0.06, '原液添加比例': 0.64}",623,0.20064205457463885,0.2053165184316432
"[7.245, 8.565]","[5.985, 6.135]","[0.0125, 0.0127]","[35.6, 46.345]","[25.15, 26.25]","[27.85, 27.95]","[23103.75, 24235.0]","[5.065, 6.93]",8.0,8.452400942652838,42,"{'柠檬酸添加比例': 0.0, '置换量': 0.0451, '离子液添加量': 0.06, '原液添加比例': 0.64}",623,0.20064205457463885,0.2053165184316432
"[7.245, 8.565]","[5.985, 6.135]","[0.0125, 0.0127]","[46.345, 97.92]","[25.15, 26.25]","[28.05, 28.155]","[23103.75, 24235.0]","[5.065, 6.93]",2.0,3.0251967528144466,15,"{'柠檬酸添加比例': 0.0, '置换量': 0.0451, '离子液添加量': 0.06, '原液添加比例': 0.64}",623,0.20064205457463885,0.2053165184316432
"[7.245, 8.565]","[5.985, 6.135]","[0.0125, 0.0127]","[46.345, 97.92]","[25.15, 26.25]","[27.95, 28.05]","[23103.75, 24235.0]","[5.065, 6.93]",0.0,2.823570179773681,14,"{'柠檬酸添加比例': 0.0, '置换量': 0.0451, '离子液添加量': 0.06, '原液添加比例': 0.64}",623,0.20064205457463885,0.2053165184316432
"[6.55, 7.245]","[5.985, 6.135]","[0.0129, 0.013]","[32.05, 35.6]","[25.15, 26.25]","[28.155, 28.4]","[24606.25, 25162.5]","[5.065, 6.93]",2.0,2.62815320039057,13,"{'柠檬酸添加比例': 0.0, '置换量': 0.0451, '离子液添加量': 0.06, '原液添加比例': 0.64}",623,0.20064205457463885,0.2053165184316432
"[6.55, 7.245]","[5.985, 6.135]","[0.0129, 0.013]","[32.05, 35.6]","[25.15, 26.25]","[28.05, 28.155]","[24606.25, 25162.5]","[5.065, 6.93]",0.0,0.8087895215473438,4,"{'柠檬酸添加比例': 0.0, '置换量': 0.0451, '离子液添加量': 0.06, '原液添加比例': 0.64}",623,0.20064205457463885,0.2053165184316432
"[6.55, 7.245]","[5.985, 6.135]","[0.0129, 0.013]","[32.05, 35.6]","[25.15, 26.25]","[27.95, 28.05]","[24606.25, 25162.5]","[5.065, 6.93]",4.0,4.6506271661146945,23,"{'柠檬酸添加比例': 0.0, '置换量': 0.0451, '离子液添加量': 0.06, '原液添加比例': 0.64}",623,0.20064205457463885,0.2053165184316432
"[7.245, 8.565]","[6.135, 6.29]","[0.0125, 0.0127]","[46.345, 97.92]","[25.15, 26.25]","[27.7, 27.85]","[23103.75, 24235.0]","[5.065, 6.93]",1.0,1.4167667698256199,7,"{'柠檬酸添加比例': 0.0, '置换量': 0.0451, '离子液添加量': 0.06, '原液添加比例': 0.64}",623,0.20064205457463885,0.2053165184316432
