检验日期	钢线线径	槽轮槽距	班次	单晶编号	验证类型	异常类型	线径	切割时间	切割刀号	切割机台	配方编码	前后排别	排别	成品电导率	成品PH值	成品浓度	成品浊度	成品温度	成品表面张力	成品COD	柠檬酸	置换量	离子液添加量	原液添加比例	清液池电导率	清液池PH	清液池浓度	清液池温度	清液池COD	喷淋流量	在线流量
2024/8/5	32	181.5	白班	CKPC2952407Y4602D22Y04	0.4-1.6	#N/A	0.032	45509.11615	N1B1042408040332	XQ-B1-04	xxg	B1前排	B排	9.49	6.07	0.0127	51	25.9	28.1	23107.5	0	0.05	0.07	0.92	9.79	5.74	0.0123	24.1	22995	39.34	108.4852
2024/8/10	32	181.5	白班	CKPC2952407Y4602D41Y02	0.4-1.6	#N/A	0.032	45514.18447	N1B3092408090722	XQ-B3-09	G12-YS33-130-110	B3后排	B排	9.41	6.07	0.013	38.8	25.6	28.1	24500	0	0.06	0.07	0.92	9.4	5.52	0.0127	23.9	24000	37.745	134.0321429
2024/8/9	32	181.5	夜班	CKPC2952407Y4602D41Y04	0.4-1.6	#N/A	0.032	45514.08424	N1B4132408090752	XQ-B4-13	G12-YS33-130-XQB	B4后排	B排	8.62	6.1	0.0129	50.7	24.6	28	24500	0	0.06	0.07	0.91	9.16	5.58	0.0126	24.3	24000	37.80666667	133.1013333
2024/8/3	32	181.5	白班	CKPC2952407Y4901D62W04V	0.4-1.6	#N/A	0.032	45507.3663	N1B4092408020162	XQ-B4-09	G12-YS33-130-110	B4后排	B排	11.26	5.92	0.0126	56	24.9	28.1	23687.5	转换阶段	0.05	0.07	0.92	12.18	5.46	0.0123	24.3	23375	38.82625	105.1232292
2024/8/7	32	181.5	白班	CKPC2952407Y5002D02Y04	0.4-1.6	#N/A	0.032	45511.1655	N1B4122408060562	XQ-B4-12	G12-XXSD-110A	B4后排	B排	9.12	5.97	0.0128	62.8	25.1	28	24130	0	0.05	0.07	0.92	9.01	5.49	0.0123	23.8	23982.5	39.15392157	116.0401961
2024/8/9	32	181.5	白班	CKPC2952407Y5202D71N02	0.4-1.6	#N/A	0.032	45513.05711	N1B4102408080642	XQ-B4-10	G12-XXSD-100-TSI	B4后排	B排	9.04	5.91	0.013	45.5	25.1	27.9	24287.5	0	0.06	0.07	0.91	9.9	5.45	0.0126	23.9	24062.5	38.09035714	124.0746429
2024/8/6	32	181.5	白班	CKPC2952407Y5301D51N02	0.4-1.6	#N/A	0.032	45510.44002	N1B3142408060451	XQ-B3-14	G12-YS33-130-110	B3后排	B排	9.08	6.1	0.0128	54.6	25.6	27.9	23850	0	0.05	0.07	0.92	9.26	5.64	0.0123	23.8	23590	39.54813559	113.1467797
2024/8/8	32	181.5	夜班	CKPC2952407Y5402D81Y04	0.4-1.6	断上下线	0.032	45512.91024	N1B1042408080662	XQ-B1-04	G12-YS33-130-110	B1前排	B排	8.84	5.9	0.013	51.8	24.6	27.8	24287.5	0	0.06	0.07	0.91	9.1	5.54	0.0127	22.7	24062.5	38.22033333	122.6186667
2024/8/7	32	181.5	夜班	CKPC2952407Y5702D01Y02	0.4-1.6	跳线	0.032	45511.74321	N1B3092408070521	XQ-B3-09	G12-YS33-130-110	B3后排	B排	8.6	6	0.013	66.4	25.1	28	24075	0	0.05	0.07	0.91	9.45	5.44	0.0126	24.5	23675	38.6225	119.7120455
2024/8/4	32	181.5	夜班	CKPC2952407Y5702D01Y03	0.4-1.6	#N/A	0.032	45508.77112	N1B3112408040311	XQ-B3-11	G12-YS33-130-110	B3后排	B排	10.21	6.05	0.0126	58.2	25.3	28.2	23352.5	0	0.05	0.07	0.92	10.13	5.64	0.0122	25.6	23215	39.25835443	107.6518987
2024/8/1	32	181.5	夜班	CKPC2952407Y5802D11N03	0.4-1.6	#N/A	0.032	45505.96354	N1B2072408010092	XQ-B2-07	G12-XXSD-110A	B2前排	B排	13.44	5.46	0.0128	71.8	26.1	27.8	23700	柠檬酸80g	0.06	0	0.91	13.25	5.4	0.0123	24.5	23475	38.07522124	102.7824779
2024/8/7	32	181.5	白班	CKPC2952407Y5802D21Y02	0.4-1.6	#N/A	0.032	45511.14388	N1B2062408060502	XQ-B2-06	G12-XXSD-110A	B2前排	B排	9.12	5.97	0.0128	62.8	25.1	28	24130	0	0.05	0.07	0.92	9.01	5.49	0.0123	23.8	23982.5	39.15392157	116.0401961
2024/8/7	32	181.5	白班	CKPC2952407Y5802D21Y03	0.4-1.6	#N/A	0.032	45511.31072	N1B3092408060482	XQ-B3-09	G12-YS33-130-110	B3后排	B排	9.39	6	0.0129	49.2	25	28	24130	0	0.05	0.07	0.92	9.32	5.53	0.0124	23.5	23982.5	38.94653061	116.9381633
2024/8/4	32	181.5	夜班	CKPC2952407Y5802D21Y05W	0.4-1.6	跳线	0.032	45508.92645	N1B4092408040292	XQ-B4-09	G12-YS33-130-110	B4后排	B排	9.87	6.09	0.0127	47.5	25.6	28.2	23352.5	0	0.05	0.07	0.92	9.82	5.72	0.0123	24.7	23215	39.27506494	108.0511688
2024/8/7	32	181.5	夜班	CKPC2952407Y5903D11Y02	0.4-1.6	跳线	0.032	45511.83001	N1B4092408070491	XQ-B4-09	G12-XXSD-110A	B4后排	B排	9.5	5.99	0.013	67.6	26.6	28.1	24075	转换阶段	0.06	0.07	0.92	9.3	5.47	0.0126	23.8	23675	38.61813953	120.4872093
2024/8/8	32	181.5	夜班	CKPC2952407Y5903D22N04	0.4-1.6	#N/A	0.032	45512.72231	N1B2052408080591	XQ-B2-05	G12-XXSD-110A	B2前排	B排	8.56	6.01	0.013	57.1	25.1	27.8	24287.5	0	0.06	0.07	0.91	9.18	5.59	0.0127	23.2	24062.5	38.21625	121.3403125
2024/8/8	32	181.5	夜班	CKPC2952407Y5903D22N05	0.4-1.6	#N/A	0.032	45512.72326	N1B4142408080691	XQ-B4-14	G12-YS33-130-110	B4后排	B排	8.56	6.01	0.013	57.1	25.1	27.8	24287.5	0	0.06	0.07	0.91	9.18	5.59	0.0127	23.2	24062.5	38.21625	121.3403125
2024/8/2	32	181.5	夜班	CKPC2952407Y6002D31Y02	0.4-1.6	#N/A	0.032	45507.15068	N1B1052408020212	XQ-B1-05	G12-XXSD-110A	B1前排	B排	12.16	5.92	0.0123	43.4	23	28.1	23687.5	转换阶段	0.05	0.07	0.91	12.15	5.54	0.0123	23.9	23375	38.72070707	104.7858586
2024/8/5	32	181.5	白班	CKPC2952407Y6302D41N03	0.4-1.6	断缝	0.032	45509.35638	N1B3122408040412	XQ-B3-12	G12-YS33-130-110_FDC	B3后排	B排	9.2	6.15	0.0128	57.4	25.6	28.1	23107.5	0	0.05	0.07	0.92	9.91	5.86	0.0123	23.9	22995	39.51	109.1605556
2024/8/8	32	181.5	夜班	CKPC2952407Y6302D61N03	0.4-1.6	#N/A	0.032	45512.77354	N1B1012408080721	XQ-B1-01	5	B1前排	B排	8.57	5.96	0.013	53.7	25.4	27.8	24287.5	0	0.06	0.07	0.91	9.04	5.51	0.0127	22.8	24062.5	38.21419355	121.9606452
2024/8/10	32	181.5	白班	CKPC2952407Y6401D83V02VF2	0.4-1.6	跳线	0.032	45514.18112	N2B3072408090732	XQ-B3-07	61	B3前排	B排	9.41	6.07	0.013	38.8	25.6	28.1	24500	0	0.06	0.07	0.92	9.4	5.52	0.0127	23.9	24000	37.745	134.0321429
2024/8/3	32	181.5	白班	CKPC2952407Y6501D51Y03	0.4-1.6	#N/A	0.032	45507.26792	N1B2062408020182	XQ-B2-06	G12-XXSD-110A	B2前排	B排	12.37	5.9	0.0124	51.7	25.1	28.1	23687.5	转换阶段	0.05	0.07	0.91	12.18	5.46	0.0123	24.3	23375	38.77360825	105.0085567
2024/8/3	32	181.5	白班	CKPC2952407Y6501D51Y05W	0.4-1.6	#N/A	0.032	45507.23464	N1B4122408020212	XQ-B4-12	G12-XXSD-110A	B4后排	B排	11.57	6.01	0.0123	75.4	25	28.2	23687.5	转换阶段	0.05	0.07	0.91	12.15	5.54	0.0123	23.9	23375	38.74234694	104.8959184
2024/8/2	32	181.5	白班	CKPC2952407Y6802D11Y02	0.4-1.6	#N/A	0.032	45506.42728	N1B2032408020141	XQ-B2-03	G12A	B2前排	B排	13.66	5.51	0.0128	73.7	25.1	28.2	23650	柠檬酸80g	0.06	0	0.91	12.79	5.36	0.0123	23.5	23377.5	38.3788785	103.7234579
2024/8/6	32	181.5	夜班	CKPC2952407Y6802D31Y03	0.4-1.6	#N/A	0.032	45511.00799	N1B2072408060552	XQ-B2-07	G12-XXSD-110A	B2前排	B排	8.71	5.92	0.0128	65.1	25.1	28.1	24000	0	0.05	0.07	0.91	9.48	5.48	0.0123	24.4	23930	39.27807692	115.6163462
2024/8/6	32	181.5	夜班	CKPC2952407Y6802D31Y04	0.4-1.6	#N/A	0.032	45510.87406	N1B4122408060531	XQ-B4-12	G12-YS33-130-110	B4后排	B排	9.05	6.01	0.0128	63.7	25.5	28.1	24000	0	0.05	0.07	0.91	9.25	5.55	0.0124	22.9	23930	39.45685185	114.8168519
2024/8/4	32	181.5	夜班	CKPC2952407Y6902D01Y03	0.4-1.6	断缝	0.032	45508.58414	N1B1072408040301	XQ-B1-07	G12-XXSD-110A	B1前排	B排	10.32	6.01	0.0127	45.6	25.8	28.1	23352.5	0	0.05	0.07	0.92	10.31	5.69	0.0122	25.4	23215	39.29345679	107.265679
2024/8/7	32	181.5	白班	CKPC2952407Y6902D11N05	0.4-1.6	#N/A	0.032	45511.46045	N1B3132408070511	XQ-B3-13	G12-YS33-130-110	B3后排	B排	8.7	6	0.0128	65.6	24.6	28.3	24130	0	0.05	0.07	0.92	9.16	5.48	0.0124	23.4	23982.5	38.78808511	117.9129787
2024/8/11	32	181.5	白班	CKPC2952407Y6902D31N03	0.4-1.6	#N/A	0.032	45515.08072	N1B1062408100842	XQ-B1-06	G12-XXSD-110A	B1前排	B排	8.17	6.01	0.0128	41.5	25.6	27.8	24607.5	0	0.06	0.07	0.85	8.38	5.66	0.0127	23.6	24150	37.005	139.8125
2024/8/2	32	181.5	夜班	CKPC2952407Y7302D52Y02	0.4-1.6	跳线	0.032	45506.79554	N1B3102408020131	XQ-B3-10	G12-YS33-130-110	B3后排	B排	13.7	5.63	0.0128	85.8	25.5	28	23595	转换阶段	0.06	0.07	0.91	12.7	5.46	0.0123	23	23252.5	38.50067961	104.366699
2024/8/2	32	181.5	夜班	CKPC2952407Y7302D52Y03	0.4-1.6	#N/A	0.032	45506.78389	N1B3122408020181	XQ-B3-12	G12-YS33-130-110	B3后排	B排	13.79	5.64	0.0128	82.6	25.5	28	23595	柠檬酸80g	0.06	0	0.91	12.7	5.46	0.0123	23	23252.5	38.50067961	104.366699
2024/8/6	32	181.5	白班	CKPC2952407Y7302D61Y02	0.4-1.6	#N/A	0.032	45510.40617	N1B3152408060371	XQ-B3-15	G12-XXSD-110A	B3后排	B排	9.08	6.1	0.0128	54.6	25.6	27.9	23850	0	0.05	0.07	0.92	9.22	5.73	0.0123	23.5	23590	39.5555	112.7638333
2024/8/8	32	181.5	夜班	CKPC2952407Y7302D71Y03	0.4-1.6	断上下线	0.032	45512.77722	N1B1032408080681	XQ-B1-03	G12A	B1前排	B排	8.75	5.89	0.0129	51.6	24.9	27.9	24287.5	0	0.06	0.07	0.92	9.04	5.51	0.0127	22.8	24062.5	38.21419355	121.9606452
2024/8/8	32	181.5	夜班	CKPC2952407Y7302D71Y04	0.4-1.6	#N/A	0.032	45512.91046	N1B1052408080722	XQ-B1-05	1	B1前排	B排	8.84	5.9	0.013	51.8	24.6	27.8	24287.5	0	0.06	0.07	0.91	9.1	5.54	0.0127	22.7	24062.5	38.22033333	122.6186667
2024/8/9	26	176.5	夜班	CKPC2952407Y7302D71Y05F1	0.4-1.6	加切	0.026	45513.95833	N2B2112408090532	XQ-B2-11	G12130-H26-FQ-XXSD	B2后排	B排	8.97	6.1	0.0129	50.6	25.1	28	24240	0	0.06	0.07	0.91	9.5	5.55	0.0126	23.4	23987.5	37.85294118	131.5623529
2024/8/2	32	181.5	夜班	CKPC2952407Y7401D72N03WF1	0.4-1.6	#N/A	0.032	45506.65786	N2B4072408020141	XQ-B4-07	G12-XXSD-110A	B4前排	B排	13.37	5.6	0.0128	54.5	25.5	28.1	23595	柠檬酸80g	0.06	0	0.91	12.83	5.41	0.0123	24.3	23252.5	38.42790476	104.0613333
2024/8/1	32	181.5	白班	CKPC2952407Y7502D22N02	0.4-1.6	#N/A	0.032	45505.48396	N1B4132408010041	XQ-B4-13	G12-XXSD-110A	B4后排	B排	14.65	5.43	0.0128	48.7	23.5	28	23837.5	柠檬酸80g	0.06	0	0.91	13.04	5.34	0.0124	24.1	23562.5	37.66352941	102.0247059
2024/8/4	32	181.5	白班	CKPC2952407Y7502D32N02	0.4-1.6	断缝	0.032	45508.61198	N1B1062408040321	XQ-B1-06	G12-XXSD-110A	B1前排	B排	10.32	6.01	0.0127	45.6	25.8	28.1	23352.5	0	0.05	0.07	0.92	10.31	5.69	0.0122	25.4	23215	39.29345679	107.265679
2024/8/8	32	181.5	夜班	CKPC2952407Y7502D51Y03	0.4-1.6	跳线	0.032	45512.85015	N1B2062408080651	XQ-B2-06	G12-XXSD-110A	B2前排	B排	8.75	5.89	0.0129	51.6	24.9	27.9	24287.5	0	0.06	0.07	0.92	9.1	5.54	0.0127	22.7	24062.5	38.22033333	122.6186667
2024/8/2	32	181.5	白班	CKPC2952407Y7601D41Y03	0.4-1.6	#N/A	0.032	45506.56772	N1B1012408020141	XQ-B1-01	1	B1前排	B排	13.19	5.58	0.0128	66.7	25.2	28.1	23650	柠檬酸80g	0.06	0	0.91	12.79	5.36	0.0123	23.5	23377.5	38.41679245	103.8906604
2024/8/2	32	181.5	夜班	CKPC2952407Y7601D41Y04	0.4-1.6	#N/A	0.032	45506.68052	N1B3122408020171	XQ-B3-12	G12-YS33-130-110	B3后排	B排	13.38	5.57	0.0128	72.1	25.5	28.1	23595	柠檬酸80g	0.06	0	0.91	12.83	5.41	0.0123	24.3	23252.5	38.47028846	104.2352885
2024/8/11	28	176.5	白班	CKPC2952407Y7701D71N02F2F1	0.4-1.6	#N/A	0.028	45515.05565	N2B2092408100602	XQ-B2-09	G12130-H26-FQ-27	B2后排	B排	8.05	5.98	0.0127	39.1	25.9	27.8	24607.5	0	0.06	0.07	0.85	8.38	5.66	0.0127	23.6	24150	37.005	139.8125
2024/8/6	32	181.5	白班	CKPC2952407Y7701D71N03	0.4-1.6	#N/A	0.032	45510.37358	N1B1022408050492	XQ-B1-02	G12-XXSD-110A	B1前排	B排	9.08	6.1	0.0128	54.6	25.6	27.9	23850	0	0.05	0.07	0.92	9.22	5.73	0.0123	23.5	23590	39.5555	112.7638333
2024/8/8	32	181.5	夜班	CKPC2952407Y7902D11Y02	0.4-1.6	#N/A	0.032	45512.86926	N1B4152408080681	XQ-B4-15	G12-YS33-130-110	B4后排	B排	8.85	5.91	0.013	52.3	24.9	28	24287.5	0	0.06	0.07	0.91	9.1	5.54	0.0127	22.7	24062.5	38.22033333	122.6186667
2024/8/1	32	181.5	白班	CKPC2952407Y8101D72N04W	0.4-1.6	#N/A	0.032	45505.06745	N2B2112407310012	XQ-B2-11	G12-XXSD-110A	B2后排	B排	14.76	5.43	0.0128	57.1	25	28.1	23880	柠檬酸100g	0.06	0	0.91	#N/A	#N/A	#N/A	#N/A	23500	37.51471074	101.7267769
2024/8/1	32	181.5	夜班	CKPC2952407Y8201D61Y02	0.4-1.6	#N/A	0.032	45505.7341	N1B1022408010071	XQ-B1-02	G12-XXSD-110A	B1前排	B排	13.91	5.53	0.0128	82.1	25.9	28	23700	柠檬酸80g	0.06	0	0.91	13.24	5.38	0.0124	24.8	23475	37.87068966	102.3798276
2024/8/2	32	181.5	白班	CKPC2952407Y8301D41Y03	0.4-1.6	#N/A	0.032	45506.25992	N1B3112408010102	XQ-B3-11	G12-YS33-130-110	B3后排	B排	13.67	5.51	0.0128	61.2	25.3	28	23650	柠檬酸80g	0.06	0	0.91	12.97	5.4	0.0123	23.7	23377.5	38.25036697	103.3982569
2024/8/2	32	181.5	白班	CKPC2952407Y8301D41Y05W	0.4-1.6	#N/A	0.032	45506.28444	N1B2042408010102	XQ-B2-04	G12-XXSD-110A	B2前排	B排	13.67	5.51	0.0128	61.2	25.3	28	23650	柠檬酸80g	0.06	0	0.91	12.97	5.4	0.0123	23.7	23377.5	38.25036697	103.3982569
2024/8/6	32	181.5	白班	CKPC2952407Y8402D42N04	0.4-1.6	#N/A	0.032	45510.36838	N1B4102408050402	XQ-B4-10	G12-XXSD-100-TSI	B4后排	B排	9.08	6.1	0.0128	54.6	25.6	27.9	23850	0	0.05	0.07	0.92	9.22	5.73	0.0123	23.5	23590	39.5555	112.7638333
2024/8/3	32	181.5	白班	CKPC2952407Y8502D31Y04	0.4-1.6	跳线	0.032	45507.45301	N1B3152408030181	XQ-B3-15	G12-XXSD-110A	B3后排	B排	11.22	6.1	0.0126	62.4	24.5	28.1	23687.5	转换阶段	0.05	0.07	0.91	11.57	5.55	0.0122	23.8	23375	38.84978947	105.2403158
2024/8/1	32	181.5	白班	CKPC2952407Y8602D01Y02	0.4-1.6	#N/A	0.032	45505.13951	N2B4072407310022	XQ-B4-07	G12-XXSD-110A	B4前排	B排	14.15	5.43	0.0128	46.4	25.1	28.1	23837.5	柠檬酸100g	0.06	0	0.91	13.75	5.42	0.0124	23.9	23562.5	37.51471074	101.7267769
2024/8/2	32	181.5	白班	CKPC2952407Y8602D11N03	0.4-1.6	#N/A	0.032	45506.48418	N1B1012408020131	XQ-B1-01	G12-XXSD-110A	B1前排	B排	13.14	5.55	0.0128	65.7	25.6	28.2	23650	柠檬酸80g	0.06	0	0.91	12.79	5.36	0.0123	23.5	23377.5	38.3788785	103.7234579
2024/8/6	32	181.5	夜班	CKPC2952407Y8802D42N02	0.4-1.6	断上线	0.032	45511.11083	N1B2042408060552	XQ-B2-04	G12-XXSD-110A	B2前排	B排	9.12	5.97	0.0128	62.8	25.1	28	24130	0	0.05	0.07	0.92	9.01	5.49	0.0123	23.8	23982.5	39.15392157	116.0401961
2024/8/7	32	181.5	白班	CKPC2952407Y8802D42N03	0.4-1.6	#N/A	0.032	45511.23455	N1B3122408060542	XQ-B3-12	G12-XXSD-110A	B3后排	B排	9.66	5.95	0.0128	54.5	24.7	28.1	24130	0	0.05	0.07	0.91	8.98	5.48	0.0123	23.3	23982.5	39.0288	116.4796
2024/8/7	32	181.5	夜班	CKPC2952407Y8802D52N03	0.4-1.6	#N/A	0.032	45511.73826	N1B2072408070621	XQ-B2-07	G12-XXSD-110A	B2前排	B排	8.72	6.02	0.013	81.2	25.5	28.1	24075	0	0.05	0.07	0.91	9.45	5.44	0.0126	24.5	23675	38.6225	119.7120455
2024/8/1	32	181.5	夜班	CKPC2952407Y9002D21Y04	0.4-1.6	#N/A	0.032	45505.74028	N1B1052408010071	XQ-B1-05	G12-XXSD-110A	B1前排	B排	13.45	5.53	0.0127	82.5	25.9	28	23700	柠檬酸80g	0.06	0	0.91	13.24	5.38	0.0124	24.8	23475	37.87068966	102.3798276
2024/8/1	32	181.5	夜班	CKPC2952407Y9102D71N02	0.4-1.6	#N/A	0.032	45505.80034	N1B4102408010061	XQ-B4-10	G12-YS33-130-110	B4后排	B排	14.04	5.52	0.0128	83.3	25.6	28	23700	柠檬酸80g	0.06	0	0.91	13.31	5.42	0.0123	23.9	23475	37.94869565	102.4905217
2024/8/5	32	181.5	白班	CKPC2952407Y9202D51Y02	0.4-1.6	跳线	0.032	45509.52072	N1B3142408050371	XQ-B3-14	G12-YS33-130-110_FDC	B3后排	B排	9.66	6.05	0.0128	58	24.9	28	23107.5	0	0.05	0.07	0.92	9.33	5.73	0.0124	24.9	22995	39.54928571	109.4781429
2024/8/10	32	181.5	白班	CKPC2952407Y9202D81N03	0.4-1.6	跳线	0.032	45514.23649	N1B4152408090802	XQ-B4-15	G12-XXSD-110A	B4后排	B排	8.71	6.08	0.0129	46.3	24.3	28.2	24500	0	0.06	0.07	0.91	9.4	5.52	0.0127	23.9	24000	37.745	134.0321429
2024/8/10	32	181.5	白班	CKPC2952407Y9202D81N04	0.4-1.6	跳线	0.032	45514.10317	N1B2082408090732	XQ-B2-08	G12-XXSD-110A	B2前排	B排	8.68	6.06	0.0129	49.4	24.9	28	24500	0	0.06	0.07	0.91	9.16	5.58	0.0126	24.3	24000	37.80666667	133.1013333
2024/8/1	32	181.5	夜班	CKPC2952407Y9402D42N02	0.4-1.6	#N/A	0.032	45505.57956	N1B2032408010061	XQ-B2-03	G12-XXSD-110A	B2前排	B排	13.94	5.5	0.0128	74.7	25.4	27.9	23837.5	柠檬酸80g	0.06	0	0.91	13.04	5.34	0.0124	24.1	23562.5	37.72245763	102.1702542
2024/8/8	26	176.5	白班	CKPC2952407Y9502D32Y02	0.4-1.6	#N/A	0.026	45511.96356	N1B1152408070502	XQ-B1-15	G12130-H26-FQ-27	B1后排	B排	8.58	6	0.013	61.7	25.1	28.3	24075	0	0.06	0.07	0.91	9.2	5.42	0.0126	24.4	23675	38.57512195	121.9736585
2024/8/8	32	181.5	白班	CKPC2952407Y9502D32Y04	0.4-1.6	#N/A	0.032	45511.85281	N1B1012408070641	XQ-B1-01	G12-XXSD-110A	B1前排	B排	9.5	5.99	0.013	67.6	26.6	28.1	24075	转换阶段	0.06	0.07	0.92	9.45	5.4	0.0126	23.9	23675	38.64404762	121.2135714
2024/8/1	32	181.5	白班	CKPC2952407Y9602D31Y05W	0.4-1.6	#N/A	0.032	45505.10801	N1B1012407310012	XQ-B1-01	G12-XXSD-110A	B1前排	B排	14.73	5.44	0.0128	58.1	25.6	28.1	23837.5	柠檬酸100g	0.06	0	0.91	13.75	5.42	0.0124	23.9	23562.5	37.51471074	101.7267769
2024/8/3	32	181.5	夜班	CKPC2952407Y9602D41Y03	0.4-1.6	#N/A	0.032	45507.95766	N1B1012408030282	XQ-B1-01	G12-XXSD-110A	B1前排	B排	10.65	6.13	0.0127	71	25.8	28.2	23385	0	0.05	0.07	0.92	11.24	5.63	0.0122	22.8	23195	39.09146067	105.9982022
2024/8/7	32	181.5	夜班	CKPC2952407Y9602D51N03	0.4-1.6	#N/A	0.032	45511.96352	N1B1012408070652	XQ-B1-01	G12-XXSD-110A	B1前排	B排	8.58	6	0.013	61.7	25.1	28.3	24075	0	0.06	0.07	0.91	9.2	5.42	0.0126	24.4	23675	38.57512195	121.9736585
2024/8/6	32	181.5	白班	CKPC2952407Y9602D51N04W	0.4-1.6	#N/A	0.032	45510.24306	N1B1012408050492	XQ-B1-01	G12-XXSD-110A	B1前排	B排	9.07	6.13	0.0127	43.9	25.3	28.1	23850	0	0.05	0.07	0.92	9.18	5.71	0.0122	24.3	23590	39.59129032	111.9004839
2024/8/6	32	181.5	夜班	CKPC2952407Z0102D11Y02	0.4-1.6	#N/A	0.032	45510.80036	N1B2072408060531	XQ-B2-07	G12-XXSD-110A	B2前排	B排	8.92	5.99	0.0128	63.6	25.8	28.3	24000	0	0.05	0.07	0.92	9.1	5.51	0.0124	22.8	23930	39.44545455	114.4389091
2024/8/6	32	181.5	夜班	CKPC2952407Z0102D11Y05	0.4-1.6	#N/A	0.032	45510.87106	N1B1042408060481	XQ-B1-04	G12-XXSD-110A	B1前排	B排	9.05	6.01	0.0128	63.7	25.5	28.1	24000	0	0.05	0.07	0.91	9.25	5.55	0.0124	22.9	23930	39.45685185	114.8168519
2024/8/3	32	181.5	夜班	CKPC2952407Z0201D71V03	0.4-1.6	#N/A	0.032	45507.64929	N1B3122408030261	XQ-B3-12	G12-YS33-130-110	B3后排	B排	11.03	6.11	0.0127	75.1	25.6	28	23385	0	0.05	0.07	0.91	11.26	5.62	0.0121	24.8	23195	38.92236559	105.4821505
2024/8/2	32	181.5	夜班	CKPC2952407Z0302D32N02	0.4-1.6	断上下线	0.032	45507.00991	N1B1032408020182	XQ-B1-03	G12-XXSD-110A	B1前排	B排	11.76	5.99	0.0122	53.8	25.5	28	23595	转换阶段	0.05	0.07	0.91	12.49	5.5	0.0123	22.9	23252.5	38.671	104.678
2024/8/3	32	181.5	白班	CKPC2952407Z0302D32N04	0.4-1.6	断缝	0.032	45507.03674	N1B4092408020142	XQ-B4-09	G12-XXSD-110A	B4后排	B排	11.87	5.99	0.0122	47	25.1	27.9	23595	转换阶段	0.05	0.07	0.91	12.49	5.5	0.0123	22.9	23252.5	38.671	104.678
2024/8/1	32	181.5	白班	CKPC2952407Z0401D31Y04	0.4-1.6	#N/A	0.032	45505.26039	N1B3062407310032	XQ-B3-06	G12-XXSD-110A	B3前排	B排	13.68	5.36	0.0128	44.2	24.5	28.1	23837.5	柠檬酸80g	0.06	0	0.91	13.66	5.37	0.0124	23.8	23562.5	37.51471074	101.7267769
2024/8/4	32	181.5	白班	CKPC2952407Z0401D42N02	0.4-1.6	#N/A	0.032	45508.23727	N1B3152408030232	XQ-B3-15	G12-YS33-130-110	B3后排	B排	10.62	5.99	0.0126	49.9	25.1	28.2	23262.5	0	0.05	0.07	0.91	10.41	5.67	0.0123	24.5	23105	39.22988372	106.4166279
2024/8/3	32	181.5	夜班	CKPC2952407Z0401D42N04	0.4-1.6	#N/A	0.032	45507.9264	N1B2052408030212	XQ-B2-05	G12-XXSD-110A	B2前排	B排	10.65	6.13	0.0127	71	25.8	28.2	23385	0	0.05	0.07	0.92	11.24	5.63	0.0122	22.8	23195	39.09146067	105.9982022
2024/8/8	32	181.5	白班	CKPC2952407Z0401D62N03	0.4-1.6	#N/A	0.032	45512.54703	N1B1042408080631	XQ-B1-04	xxg	B1前排	B排	8.59	5.98	0.013	60.4	25.3	27.9	24287.5	0	0.06	0.07	0.92	8.9	5.5	0.0126	23.7	24062.5	38.30882353	120.2835294
2024/8/6	32	181.5	夜班	CKPC2952407Z0501D52Y03	0.4-1.6	断上下线	0.032	45511.00439	N1B4132408060512	XQ-B4-13	1	B4后排	B排	8.71	5.92	0.0128	65.1	25.1	28.1	24000	0	0.05	0.07	0.91	9.48	5.48	0.0123	24.4	23930	39.27807692	115.6163462
2024/8/1	32	181.5	白班	CKPC2952407Z0601D32Y04	0.4-1.6	#N/A	0.032	45505.45787	N1B1012408010031	XQ-B1-01	G12-XXSD-110A	B1前排	B排	13.71	5.4	0.0128	70.2	25.7	28.1	23837.5	柠檬酸80g	0.06	0	0.91	13.04	5.34	0.0124	24.1	23562.5	37.66352941	102.0247059
2024/8/1	32	181.5	夜班	CKPC2952407Z0601D32Y05	0.4-1.6	跳线	0.032	45505.69515	N1B1082408010041	XQ-B1-08	1	B1前排	B排	13.65	5.53	0.0127	72.5	25.9	28	23700	柠檬酸80g	0.06	0	0.91	13.24	5.38	0.0124	24.8	23475	37.87068966	102.3798276
2024/8/8	32	181.5	白班	CKPC2952407Z0601D52N02	0.4-1.6	#N/A	0.032	45512.30486	N1B3152408070552	XQ-B3-15	G12-YS33-130-110	B3后排	B排	8.62	5.98	0.013	60.3	25.1	27.9	24287.5	0	0.06	0.07	0.92	8.93	5.47	0.0127	23.8	24062.5	38.23918919	124.3575676
2024/8/8	26	176.5	白班	CKPC2952407Z0601D52N03	0.4-1.6	#N/A	0.026	45512.17682	N1B1152408070522	XQ-B1-15	G12130-H26-FQ-27	B1后排	B排	8.52	5.92	0.013	49.6	25.3	28.1	24287.5	0	0.06	0.07	0.92	8.29	5.42	0.0127	23.5	24062.5	38.22131579	124.4976316
2024/8/7	32	181.5	夜班	CKPC2952407Z0702D52N03	0.4-1.6	#N/A	0.032	45511.83098	N1B2052408070511	XQ-B2-05	G12-XXSD-110A	B2前排	B排	9.5	5.99	0.013	67.6	26.6	28.1	24075	转换阶段	0.06	0.07	0.92	9.3	5.47	0.0126	23.8	23675	38.61813953	120.4872093
